trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
68.87,43.11,53.91,3,1.043,29.687,134,19,20.96
33.96,50.48,63.47,3,1.086,18.892,91,15,17.37
22.16,55.77,64.62,3,0.991,14.735,117,19,14.33
58.13,47.05,59.7,3,0.854,31.932,131,6,14.87
48.62,46.75,64.31,4,1.318,22.636,140,12,24.57
141.11,39.54,47.86,4,1.288,55.594,2,19,25.71
16.42,49.22,60.39,2,0.883,7.997,212,5,22.99
12.14,56.4,71.84,3,0.872,7.961,126,10,12.72
95.52,42.04,53.18,9,1.345,38.645,112,12,22.17
16.54,57.2,66.7,1,1.057,11.291,83,19,17.36
59.7,54.72,71.3,2,0.894,35.032,23,18,18.31
126.63,37.69,46.41,4,1.321,48.512,138,10,26.97
20.93,53.07,63.51,1,0.777,12.96,80,22,14.1
11.28,65.46,79.14,2,0.495,10.125,199,14,8.05
162.51,35.63,47.38,5,1.27,55.505,145,14,27.32
133.02,38.78,49.8,5,1.214,50.782,97,2,23.64
32.13,51.38,59.83,4,0.803,19.199,7,5,14.18
59.74,47.65,57.62,5,0.962,31.345,122,2,19.03
28.44,47.51,64.38,5,1.048,14.453,186,0,15.62
105.29,45.78,62.94,1,0.843,49.682,102,22,21.78
24.49,57.48,69.46,2,0.762,16.397,143,6,14.87
118.43,42.09,53.65,5,1.023,49.25,26,17,24.37
33.36,52.55,63.41,6,1.191,19.266,90,12,16.48
17.97,54.27,72.13,2,0.604,12.173,174,4,11.49
17.46,67.88,82.61,0,0.382,17.483,93,19,4.41
68.01,46.79,56.78,3,1.214,34.34,194,14,20.94
112.85,42.82,52.48,4,1.2,52.081,90,18,21.72
13.13,56.42,71.4,4,0.935,8.488,178,18,12.05
21.32,55.32,69.49,2,0.702,13.872,141,19,15.01
62.13,50.0,67.29,3,1.009,34.985,208,14,18.36
20.48,49.26,63.9,4,1.198,11.175,117,3,15.66
50.13,45.62,57.66,4,0.86,24.4,103,10,21.09
35.6,57.6,70.82,1,0.647,25.749,78,17,14.5
61.8,48.14,60.81,4,1.048,31.625,143,20,20.69
85.69,47.1,55.76,5,1.08,43.496,215,12,16.89
32.11,50.67,62.52,0,0.59,19.178,37,1,15.15
70.18,37.64,46.61,12,1.877,23.375,206,23,24.61
50.09,50.58,68.44,4,0.865,28.789,214,15,16.72
62.5,43.63,51.51,10,1.589,26.704,169,13,23.51
109.04,40.46,51.7,8,1.344,43.394,128,11,25.82
12.93,56.19,70.54,2,0.68,8.859,189,10,14.99
22.41,53.03,63.26,2,0.752,14.122,58,15,14.24
24.83,49.8,59.44,4,0.922,13.614,139,15,15.56
66.36,48.75,59.17,3,1.201,34.081,177,6,22.52
16.59,55.39,68.91,2,0.72,10.877,177,9,14.73
17.1,52.03,60.14,1,0.573,10.352,129,3,15.44
95.85,43.75,59.48,4,1.278,46.735,85,7,19.52
172.33,36.23,43.82,5,1.192,56.988,208,23,30.39
16.64,45.89,58.94,0,0.813,8.371,148,6,21.53
29.24,48.44,58.85,6,1.197,15.351,169,20,17.81
81.77,38.65,46.05,5,1.137,32.715,137,10,22.71
143.5,38.48,45.66,4,1.446,52.853,193,21,26.01
74.31,42.17,52.53,6,1.316,32.464,105,13,21.88
50.69,45.9,62.4,4,1.017,26.046,120,18,18.74
143.28,38.1,49.49,9,1.706,49.723,177,9,27.42
103.16,43.17,53.14,3,1.19,46.185,114,1,22.99
108.16,45.93,60.65,3,1.173,47.708,54,8,24.44
32.85,50.6,58.37,4,0.862,18.557,166,15,15.92
75.63,47.03,59.52,4,1.044,39.989,83,5,17.72
21.27,62.13,75.66,4,1.03,15.932,23,9,11.18
63.63,46.2,56.98,5,1.28,29.999,82,1,18.74
97.05,46.42,54.77,2,0.904,49.708,12,8,19.84
116.18,40.04,51.69,4,1.2,47.458,193,2,25.7
90.99,39.94,50.78,8,1.478,35.091,216,5,22.5
115.38,39.99,57.75,4,1.405,46.155,59,9,24.24
16.54,52.61,62.31,2,0.765,9.973,201,4,15.02
125.17,40.93,56.16,3,1.25,49.241,156,1,26.12
160.2,32.47,41.36,9,1.527,47.404,210,3,29.62
117.99,39.21,56.6,6,1.4,44.695,36,15,26.56
26.04,48.11,64.29,1,0.84,13.923,14,2,19.03
37.15,43.94,56.61,5,1.069,17.493,202,0,18.8
25.41,57.17,67.21,1,0.703,17.794,59,17,14.83
112.55,40.44,52.97,7,1.476,41.734,131,11,27.0
46.69,44.24,52.69,7,1.355,20.94,198,22,20.88
17.54,59.1,76.07,0,0.441,13.292,76,9,11.16
67.93,48.14,64.57,1,0.736,35.484,20,9,19.14
56.07,46.11,61.98,8,1.525,24.876,174,1,23.82
51.99,52.77,63.76,1,0.689,31.252,99,2,17.49
93.28,43.59,54.01,6,1.428,44.125,5,20,20.39
32.32,50.75,66.18,2,0.714,18.438,75,5,17.17
135.55,41.52,55.82,7,1.378,53.18,117,1,25.86
90.61,45.39,58.61,4,1.242,43.506,193,17,20.52
89.27,51.36,66.34,5,1.269,48.638,50,23,19.49
45.23,51.15,62.28,2,0.882,27.77,114,8,16.61
56.72,56.24,66.74,5,1.119,36.7,40,9,14.92
140.64,35.4,47.49,6,1.361,46.911,64,15,26.05
12.56,56.54,66.47,4,1.03,8.927,58,2,9.07
67.36,38.24,54.34,5,1.039,25.37,115,4,21.82
21.83,49.76,58.95,0,0.742,12.416,146,20,19.73
84.59,50.49,64.29,3,1.039,47.75,25,18,16.14
141.28,41.19,51.54,3,1.116,56.542,17,3,28.72
197.76,29.51,44.32,9,1.734,53.021,161,15,27.6
158.25,36.9,52.98,6,1.382,53.822,65,22,28.37
55.64,44.55,61.46,4,0.947,25.813,136,5,21.38
79.73,43.6,60.18,6,1.583,33.31,17,5,25.99
51.84,46.92,58.3,5,0.948,26.555,132,22,18.96
40.65,55.6,65.33,1,0.648,25.332,200,23,17.97
10.0,63.95,71.78,0,0.604,7.256,96,12,8.62
75.28,46.99,62.78,5,1.146,36.922,127,11,18.82
115.66,43.35,54.31,3,1.277,48.375,65,5,26.8
48.98,50.19,59.27,5,1.168,26.959,63,1,18.65
119.2,43.07,56.83,6,1.257,50.311,15,13,24.68
70.92,42.58,54.71,8,1.361,29.495,105,3,22.88
119.12,37.92,54.33,7,1.487,39.432,208,9,27.31
10.0,60.6,70.31,1,0.626,7.11,26,22,11.17
100.08,39.52,54.35,9,1.597,38.466,92,22,20.73
34.78,52.26,61.37,6,1.223,21.648,184,11,13.73
153.75,34.32,46.68,8,1.616,47.783,109,7,29.64
12.18,48.56,65.03,3,0.812,6.572,167,23,15.95
21.71,50.84,65.92,9,1.242,12.136,83,21,14.07
97.1,47.11,56.38,3,1.03,48.614,132,14,20.8
50.1,51.57,59.1,2,0.739,29.475,217,17,17.02
36.52,55.29,66.57,6,1.101,20.311,131,10,22.85
13.2,52.42,65.56,3,1.044,7.48,175,16,14.9
43.68,50.57,59.31,5,1.116,24.991,152,13,14.97
122.77,38.67,53.14,4,1.198,47.405,21,4,21.63
70.17,46.51,53.69,1,0.843,33.788,36,1,21.63
18.83,54.09,67.19,1,0.832,12.559,134,2,14.96
37.51,58.3,75.81,4,1.073,25.681,77,19,14.73
45.93,48.98,57.01,2,0.867,24.272,107,20,20.37
21.15,50.53,66.35,3,0.815,11.944,106,12,14.44
52.03,47.09,64.54,3,1.062,25.49,174,13,20.85
22.73,55.48,64.99,3,1.011,13.633,217,22,17.3
115.62,39.46,55.88,4,1.262,43.165,219,23,30.14
26.46,57.08,64.91,2,0.966,18.168,18,17,13.36
48.91,44.12,61.24,6,1.309,21.351,164,12,21.07
25.17,51.2,59.19,5,1.086,14.303,159,10,16.86
158.08,33.59,50.0,8,1.849,47.431,190,14,28.92
118.55,43.53,53.68,6,0.997,54.373,94,17,19.6
28.49,52.46,67.45,3,1.207,16.442,111,23,19.08
77.78,41.58,56.24,6,1.376,33.659,99,15,21.63
154.88,37.42,52.48,4,1.389,53.369,82,17,29.08
124.12,45.28,52.99,5,1.473,55.077,55,0,22.93
21.28,54.1,69.15,2,0.984,13.634,141,8,14.23
83.73,45.18,55.69,7,1.567,37.36,4,6,20.22
61.78,49.33,63.59,2,0.731,32.505,165,19,19.74
45.5,53.06,63.43,1,0.708,27.568,185,6,17.58
90.51,48.89,59.66,1,0.969,48.461,50,7,20.04
11.45,56.48,70.74,1,0.56,7.831,47,15,12.0
143.88,36.77,43.85,6,1.376,49.854,111,12,28.12
28.06,58.26,72.69,4,1.06,18.595,186,9,13.86
18.34,56.71,65.55,3,0.686,13.915,25,5,8.98
86.85,44.49,61.12,3,0.841,38.969,95,21,23.05
160.71,36.76,52.39,7,1.692,54.986,48,23,28.62
66.17,47.25,56.72,3,0.972,33.205,187,1,19.37
249.19,26.87,43.71,8,1.788,56.138,194,22,33.01
70.16,50.07,65.27,5,1.22,38.122,19,19,20.4
67.6,50.41,57.99,3,1.054,37.199,32,20,20.66
26.85,52.26,62.1,2,0.505,16.077,35,10,15.02
22.08,54.66,65.14,3,0.999,14.138,178,9,15.86
73.84,48.55,55.93,3,0.892,38.953,198,14,18.07
13.11,59.2,75.29,2,0.598,9.711,82,17,12.28
183.73,31.12,40.58,5,1.178,56.631,35,22,24.75
42.76,45.89,53.78,6,1.239,20.828,146,6,17.13
56.93,46.8,63.1,3,0.893,30.363,196,23,19.93
24.59,54.36,65.54,2,0.811,15.886,200,9,12.02
65.67,44.23,54.04,5,1.226,29.688,98,15,22.02
28.25,56.78,71.93,5,1.114,18.402,172,19,13.67
153.25,35.34,45.45,7,1.371,49.676,210,15,28.01
14.07,57.26,72.61,0,0.462,9.762,181,1,12.65
48.15,51.63,64.4,3,1.081,27.932,104,21,19.31
132.34,38.44,50.75,4,1.128,46.027,58,1,29.99
156.68,35.83,47.56,9,1.652,52.045,82,12,25.41
170.93,36.66,54.44,7,1.438,56.323,80,15,27.87
17.68,48.4,65.11,3,1.03,9.454,217,6,19.26
20.7,54.37,65.53,3,1.041,13.267,161,18,16.72
33.5,53.02,60.74,4,0.996,19.263,189,14,18.29
148.54,40.1,50.83,3,1.155,55.691,171,9,28.83
171.08,35.75,43.88,7,1.463,56.387,105,3,28.59
107.2,36.74,46.19,9,1.547,36.133,174,16,25.93
126.37,35.89,51.46,4,0.896,44.284,141,2,26.55
87.5,38.36,53.03,7,1.283,30.657,163,21,25.7
133.55,39.81,54.84,4,1.247,53.069,66,2,24.64
20.13,51.16,65.98,6,1.137,12.122,51,2,13.5
107.51,43.71,54.54,2,1.096,47.826,40,4,22.38
57.64,47.86,62.36,4,1.006,31.101,64,19,18.56
73.28,41.87,59.56,6,1.31,29.927,215,20,23.57
82.29,44.15,61.65,4,1.242,35.779,207,13,24.64
53.62,50.91,68.11,2,0.664,30.952,33,19,17.96
140.26,38.54,55.32,6,1.558,50.466,122,10,27.27
39.17,48.6,61.79,8,1.376,18.879,206,23,19.59
24.82,50.07,60.29,5,0.918,13.022,166,1,16.67
89.23,43.8,57.91,1,1.074,39.462,135,14,25.39
79.58,51.43,60.73,2,0.968,45.188,132,9,19.85
52.22,54.77,71.0,2,0.848,32.008,72,8,18.79
86.74,46.42,55.5,3,1.054,40.035,203,19,24.84
56.87,52.15,63.3,3,1.173,31.282,19,18,19.58
120.25,41.47,52.16,4,1.153,49.38,191,13,25.19
95.68,44.67,61.45,5,1.431,43.119,191,20,23.55
198.39,32.95,47.71,8,1.624,55.947,58,4,32.52
82.13,43.85,54.95,5,1.346,37.687,113,1,23.21
99.22,42.05,58.19,9,1.572,41.253,194,5,20.42
78.78,44.16,61.9,5,1.399,33.883,104,2,22.62
54.87,54.1,64.39,3,0.914,34.52,66,20,15.92
15.73,56.79,69.86,2,0.9,10.527,16,12,14.99
51.47,49.53,61.26,2,0.842,29.47,97,10,14.92
28.37,56.21,70.52,1,0.636,18.697,61,11,15.3
181.84,35.12,51.33,11,1.814,56.344,187,2,28.48
158.8,35.43,42.74,6,1.383,52.71,189,15,26.16
60.68,43.85,56.41,4,1.108,27.593,71,23,21.29
19.27,54.83,68.72,2,0.998,12.081,47,3,17.78
41.76,56.06,63.89,4,0.981,26.315,64,6,17.0
144.08,42.75,58.97,4,1.25,57.682,89,18,26.02
14.24,60.82,72.45,4,1.03,10.011,147,19,14.56
149.03,36.47,48.18,2,1.152,52.911,34,6,26.89
24.57,45.6,58.0,2,0.868,11.971,219,0,22.32
57.24,56.24,65.99,2,0.921,35.193,154,17,16.82
120.17,41.99,49.32,1,0.936,51.212,29,6,24.37
72.33,46.85,56.62,2,0.914,38.341,69,19,16.55
22.68,59.46,75.42,2,0.755,15.469,154,8,14.02
197.01,31.89,42.89,7,1.756,57.774,111,23,30.12
116.52,43.36,58.04,4,1.171,50.844,116,20,24.2
27.13,46.26,59.55,4,1.072,14.284,10,1,16.74
72.8,44.44,52.96,5,1.268,33.148,90,17,20.83
78.48,46.71,60.72,1,0.563,39.933,135,17,20.82
69.37,49.87,65.71,4,1.168,36.89,165,7,23.33
52.46,47.62,63.53,5,1.234,24.731,98,22,21.17
125.36,41.31,57.12,6,1.306,48.61,122,18,25.09
35.86,50.19,66.95,4,1.148,20.866,49,6,15.51
40.17,51.3,64.87,6,1.232,22.131,175,19,20.76
75.3,45.46,53.8,5,1.288,34.671,153,17,21.28
16.14,52.52,59.56,3,0.969,9.761,163,12,14.9
18.15,53.93,67.7,4,0.916,10.52,147,21,17.27
208.53,31.61,48.28,11,2.058,56.277,216,12,31.02
52.8,49.07,64.02,3,0.95,28.842,193,6,18.95
77.14,47.86,61.51,6,1.292,35.544,178,12,24.37
146.31,39.71,54.61,5,1.222,57.509,74,11,25.79
134.71,42.3,59.66,2,1.199,56.734,15,4,25.23
88.46,48.14,61.64,1,0.792,46.211,1,13,19.99
108.88,38.43,50.86,9,1.717,36.67,171,19,27.09
32.0,52.58,66.2,3,0.711,19.307,197,21,14.76
25.6,51.99,60.57,2,0.965,15.867,143,17,16.04
17.42,61.34,77.9,1,0.612,12.645,158,11,12.32
40.58,53.97,62.14,2,0.706,25.763,20,20,14.58
41.7,45.97,62.49,3,0.77,20.104,124,22,18.92
108.18,46.1,61.1,2,1.111,49.984,133,19,25.26
116.05,45.02,60.7,1,0.73,53.866,35,19,24.41
79.83,44.66,61.15,4,1.115,37.655,165,18,22.43
75.82,48.59,60.6,4,1.097,40.107,74,11,18.3
56.21,53.8,65.49,1,0.855,34.057,44,18,16.25
24.48,48.03,55.35,4,1.345,12.203,153,9,21.04
109.34,43.09,60.27,2,0.916,50.648,96,22,22.65
14.24,54.86,62.84,6,1.127,8.501,118,21,15.48
128.44,36.22,51.62,12,1.945,41.261,119,14,26.37
22.92,52.86,70.75,1,0.628,15.081,137,17,10.83
102.08,44.85,58.47,5,1.124,46.675,91,19,20.69
92.83,44.41,58.51,7,1.418,40.03,179,13,22.31
36.45,49.21,58.74,5,1.121,19.187,192,19,19.69
113.23,42.88,58.87,6,1.315,46.537,106,17,27.56
83.56,51.28,62.85,3,0.97,46.883,37,6,21.71
63.4,45.82,55.41,3,0.928,32.222,62,3,19.46
75.59,45.82,58.04,9,1.445,34.789,169,13,18.95
13.6,65.8,75.33,1,0.369,11.97,57,0,9.41
45.9,51.81,67.0,2,0.832,28.485,171,17,14.56
95.3,44.98,58.8,6,1.111,40.493,146,16,23.9
15.61,53.0,68.24,5,0.969,10.047,99,2,13.16
43.36,54.26,63.55,5,1.01,24.998,28,7,16.77
47.35,55.78,68.96,1,0.898,29.707,119,12,16.16
74.6,51.59,68.54,1,0.848,43.118,152,17,19.79
40.62,52.4,65.98,2,0.847,25.525,34,0,14.0
152.87,36.34,44.41,5,1.183,54.188,181,13,24.37
97.53,46.24,58.58,4,1.225,47.868,43,5,20.35
72.72,43.22,53.35,5,1.125,32.335,91,9,21.53
116.2,39.68,54.07,6,1.126,43.164,117,11,26.88
44.32,51.05,67.19,5,1.182,22.541,162,4,20.02
48.81,56.96,73.28,5,0.999,31.88,50,7,15.04
66.63,50.84,61.78,4,1.094,35.938,74,9,17.95
32.84,53.2,67.37,1,0.828,21.087,177,18,17.41
126.09,41.72,55.62,4,1.304,50.045,73,6,25.68
93.64,37.69,48.77,8,1.61,34.952,135,15,24.97
45.71,56.95,68.43,4,1.003,30.277,88,8,14.45
42.27,50.37,59.31,7,1.065,22.742,13,6,17.01
131.17,42.1,50.48,5,1.325,52.242,113,2,25.53
48.58,46.15,63.38,6,1.423,22.394,79,0,22.31
20.19,52.92,69.63,2,0.673,12.881,59,8,14.82
17.63,53.71,68.47,3,0.743,10.956,188,6,16.14
118.34,42.5,59.09,8,1.463,50.834,170,18,22.04
39.49,51.71,69.59,2,0.884,22.945,61,12,19.22
94.77,40.96,51.37,5,1.161,39.835,115,1,19.47
165.28,37.34,45.77,6,1.346,57.678,158,18,27.83
32.9,53.12,60.67,4,0.899,20.047,12,9,15.67
69.73,51.0,62.79,3,0.802,39.078,21,14,16.36
75.32,45.36,52.88,4,1.253,34.63,119,3,21.84
15.87,56.03,68.07,2,0.819,9.967,204,1,16.08
68.98,38.08,53.52,8,1.39,24.301,204,2,26.97
18.5,59.01,76.83,2,0.853,13.064,99,11,12.56
32.73,50.84,68.18,4,1.003,18.958,155,21,17.07
158.35,37.25,54.76,5,1.482,50.742,108,23,30.58
39.67,55.37,62.71,3,0.832,23.539,199,19,17.59
10.0,65.95,80.1,2,0.384,7.921,125,21,7.81
115.3,47.02,55.62,4,1.427,52.167,196,18,25.85
125.97,43.53,52.6,3,0.92,54.018,80,17,24.7
60.44,51.7,64.15,6,1.079,34.469,204,10,18.11
41.87,49.13,65.96,2,0.858,24.691,159,6,16.6
138.97,36.63,51.73,7,1.479,48.376,169,15,25.54
17.61,55.53,70.99,0,0.432,11.595,4,0,15.37
78.98,46.61,59.2,5,1.493,38.074,177,4,21.49
17.57,59.84,70.02,2,0.398,14.098,36,10,6.92
136.71,39.12,48.92,6,1.278,50.784,206,15,27.55
85.16,49.99,63.07,2,0.916,46.015,42,8,21.91
125.8,42.14,58.55,8,1.592,52.839,181,18,22.32
138.99,41.9,57.24,4,1.24,56.299,140,16,25.37
114.58,41.19,50.64,3,1.079,47.545,86,6,21.98
37.04,50.78,58.06,4,1.25,20.268,196,1,20.18
83.46,45.26,62.61,4,1.162,38.343,86,6,21.27
130.92,42.5,56.55,5,1.104,54.737,14,22,23.82
25.24,53.17,66.68,3,0.857,16.308,17,5,11.8
24.13,55.81,67.18,2,0.674,16.354,187,17,15.44
105.66,43.39,53.41,7,1.486,44.989,85,16,22.65
76.75,46.25,56.53,6,1.165,38.864,180,23,17.29
58.34,49.03,66.85,3,1.117,29.764,5,22,20.93
22.36,47.7,65.53,4,1.01,11.164,17,20,17.98
112.66,42.41,54.56,8,1.526,45.727,217,7,25.85
35.84,54.54,69.75,1,0.65,23.929,32,10,11.25
206.51,29.38,40.84,9,1.79,53.35,151,11,29.91
88.86,39.01,48.74,3,0.946,37.164,77,15,20.08
99.73,47.01,57.94,4,1.04,45.358,110,3,25.0
19.51,63.94,71.3,2,0.895,15.827,26,20,9.19
92.06,43.11,58.99,5,1.213,41.314,59,15,22.89
220.79,30.82,44.71,8,1.648,56.36,167,4,30.55
26.59,54.44,62.9,4,0.871,18.027,118,1,10.37
122.21,38.2,52.69,3,1.491,44.656,111,0,27.91
46.7,52.6,70.09,3,0.689,27.477,207,8,17.48
21.4,50.81,58.77,4,1.328,11.672,90,7,14.88
187.39,30.64,45.92,5,1.289,52.581,177,3,29.77
80.5,38.53,55.17,8,1.339,28.888,159,10,26.59
48.78,46.77,59.13,2,0.947,24.355,101,0,22.31
134.64,38.49,50.09,9,1.661,47.278,65,14,27.55
10.0,59.32,70.24,0,0.439,7.164,78,10,12.87
72.52,41.73,55.96,3,1.054,36.877,191,6,17.34
12.61,58.83,73.59,3,0.887,9.222,67,10,11.32
156.91,35.57,52.66,2,1.232,55.007,144,10,26.52
110.73,45.51,55.92,3,0.818,52.821,28,20,20.59
101.59,39.31,55.76,4,1.058,39.871,76,15,23.87
82.6,42.57,55.74,7,1.501,33.648,205,5,25.46
87.95,47.34,56.97,2,0.864,46.641,119,19,19.21
85.14,46.73,55.0,3,0.811,42.809,181,7,20.55
55.22,50.04,58.43,3,1.098,28.549,57,5,20.56
19.86,57.88,71.72,5,0.923,14.816,167,17,9.97
136.1,38.71,51.12,6,1.448,49.878,216,19,26.92
118.49,35.75,45.48,5,1.25,42.083,203,0,26.64
43.73,46.03,54.13,3,0.758,22.671,96,22,17.31
56.43,50.52,68.51,1,0.814,28.838,150,15,22.69
89.05,47.68,55.89,4,1.026,44.06,197,9,19.55
77.59,45.59,59.45,4,0.976,39.185,179,18,21.46
147.24,38.98,54.59,4,1.231,53.83,215,13,30.65
11.53,57.04,67.89,1,0.738,8.02,7,22,14.03
87.16,42.74,51.73,4,1.067,38.855,118,0,23.24
50.86,47.94,56.04,2,0.907,26.301,174,12,20.11
50.13,43.03,50.79,9,1.447,21.384,160,17,20.06
143.52,38.41,53.05,5,1.052,52.843,34,0,26.97
61.85,43.86,56.98,5,1.216,28.603,126,20,22.01
43.9,52.82,64.3,0,0.645,28.316,37,8,16.83
35.88,53.85,68.71,5,1.134,20.809,21,0,17.59
92.1,47.18,54.47,5,1.303,44.842,25,9,20.92
49.65,50.42,57.75,1,0.73,29.232,209,20,14.72
48.58,49.43,63.41,3,1.086,26.779,60,23,16.94
107.99,40.72,54.24,6,1.342,42.146,101,3,26.28
88.32,42.7,58.46,4,1.107,38.365,57,9,23.69
178.89,32.88,47.86,6,1.231,57.686,196,20,25.52
48.36,46.69,53.86,7,1.305,22.497,195,0,20.52
160.22,37.18,44.89,8,1.578,54.594,144,13,27.51
67.83,43.47,53.96,7,1.26,32.45,182,13,17.94
13.19,55.16,72.05,3,0.869,7.925,24,8,14.95
98.69,43.78,60.3,4,1.184,43.44,219,7,21.68
51.63,46.55,61.38,3,1.009,26.347,92,22,21.05
108.92,47.39,64.64,4,0.972,51.743,88,8,21.67
45.45,53.6,64.13,3,0.792,27.69,43,14,15.52
21.97,51.32,61.96,4,0.847,12.605,193,18,17.06
109.73,37.86,49.71,6,1.12,41.299,38,0,23.61
51.25,45.21,54.92,2,0.95,24.161,188,19,22.97
78.81,46.34,63.07,4,1.126,38.426,157,18,20.46
40.65,47.91,60.22,4,0.965,21.516,170,4,17.43
40.82,54.61,70.06,4,1.025,23.849,7,4,17.16
75.43,43.91,61.44,5,1.088,33.423,162,13,19.3
93.3,35.47,49.57,8,1.256,32.951,212,22,23.53
130.74,42.33,59.29,2,0.943,57.729,87,21,21.66
53.08,54.38,62.61,1,0.538,34.281,99,3,15.2
64.59,50.55,67.94,2,0.76,37.61,25,14,15.23
123.39,40.26,53.92,5,1.355,50.58,108,11,23.75
10.27,55.19,66.13,2,0.704,6.91,148,16,13.79
177.67,34.69,52.43,7,1.649,54.995,66,12,29.71
49.48,45.2,56.65,4,0.781,23.773,163,13,16.58
98.13,46.4,56.21,2,0.791,49.023,19,13,21.27
81.92,42.9,55.25,3,1.027,37.032,148,0,20.59
150.58,36.43,49.79,8,1.33,50.446,129,12,26.07
46.97,48.53,65.52,1,1.088,26.241,51,3,16.43
95.91,48.61,62.85,1,0.972,50.462,76,10,22.11
152.23,35.75,46.31,3,1.091,54.479,53,13,25.83
40.45,49.81,61.24,5,1.279,21.864,137,17,16.44
75.28,48.74,58.56,5,1.254,38.468,140,20,21.04
33.0,49.92,63.86,1,0.806,17.247,122,3,20.99
81.82,47.03,57.27,4,1.051,40.486,43,14,19.84
127.58,42.84,52.69,3,1.051,54.347,48,18,25.67
62.27,54.26,61.98,1,0.909,39.863,178,7,16.81
101.29,43.12,57.87,5,1.085,44.346,102,0,21.7
143.95,39.37,53.74,5,1.523,51.682,96,22,29.04
84.86,49.46,57.13,5,1.301,41.471,68,20,24.95
36.59,47.57,56.0,2,0.756,19.476,204,17,15.07
75.5,51.05,62.03,4,1.016,40.593,53,17,19.45
122.64,43.34,56.37,3,1.235,54.267,169,7,22.28
123.75,37.3,50.4,7,1.642,43.742,169,19,27.17
41.89,46.98,61.6,6,1.218,20.304,54,23,21.1
110.22,46.22,61.68,3,1.029,52.833,3,7,19.96
127.48,42.45,60.16,3,1.012,54.136,55,11,22.78
31.58,55.1,62.17,6,0.812,18.696,59,20,16.75
40.54,52.42,69.86,2,0.54,25.397,164,5,14.96
19.4,52.67,61.28,2,0.941,12.277,117,16,12.24
133.72,39.79,51.05,2,1.024,54.24,95,0,23.82
80.77,44.39,62.14,7,1.394,36.264,105,23,21.67
48.94,46.27,60.8,4,1.047,23.235,209,1,19.5
41.41,45.87,54.22,4,0.957,20.532,206,0,21.42
74.86,45.62,60.04,2,0.969,35.642,6,9,24.43
175.6,35.38,45.21,8,1.604,56.406,185,18,27.56
49.9,51.46,68.1,2,0.822,30.427,80,5,17.01
128.97,40.91,52.93,3,1.072,57.006,165,14,22.85
97.21,46.24,62.68,8,1.347,44.694,216,8,23.5
91.79,44.94,52.34,5,1.165,42.783,113,23,22.98
21.96,56.83,71.16,1,0.765,14.404,137,11,18.4
27.04,52.17,60.99,2,0.994,16.548,94,10,15.79
95.33,44.99,55.49,3,1.024,44.55,17,0,22.28
21.19,57.14,68.16,1,0.706,15.016,9,6,12.89
75.7,45.7,56.83,6,1.346,34.843,79,0,21.2
58.99,52.32,67.67,4,0.944,32.906,180,21,18.43
132.79,36.4,51.38,5,1.236,43.791,75,11,27.66
70.08,47.65,58.28,2,1.068,34.858,95,7,19.14
33.97,46.19,63.22,5,1.195,17.736,117,5,18.47
93.84,47.16,63.2,3,1.056,46.718,71,16,17.83
94.89,45.57,56.81,5,1.109,46.899,108,15,21.29
15.0,50.82,61.57,3,1.017,8.536,133,7,15.76
71.59,44.66,55.54,4,1.024,34.414,187,6,21.59
18.48,51.66,66.49,5,1.052,10.714,166,22,15.84
22.64,51.65,65.47,5,1.171,12.48,180,1,20.91
12.22,60.79,68.27,3,0.778,9.419,115,12,10.23
104.82,43.27,54.05,6,1.523,45.619,154,23,21.57
89.16,41.34,55.95,8,1.413,35.707,33,7,27.13
78.36,40.48,55.48,3,0.998,32.574,33,1,21.46
27.45,56.14,63.26,1,0.84,17.466,202,19,17.29
11.24,58.36,66.0,3,0.834,7.675,133,21,12.38
33.39,49.1,61.18,1,0.602,17.982,25,1,19.07
50.09,45.19,57.78,7,1.347,22.972,90,9,19.33
141.42,37.81,50.21,7,1.531,51.012,213,2,26.97
19.57,57.36,71.54,2,0.493,14.069,5,21,8.13
32.41,47.56,65.3,5,1.396,17.309,97,20,14.07
19.02,58.84,74.72,2,0.752,13.604,184,19,11.47
125.04,41.1,51.76,8,1.462,46.801,208,7,24.15
20.25,58.57,73.95,2,0.566,13.921,81,17,13.57
20.9,49.96,61.64,3,0.898,11.698,201,4,14.58
55.89,49.98,62.89,1,0.641,32.769,157,3,18.22
75.39,45.02,54.66,4,1.14,32.577,89,14,22.37
66.43,42.24,51.56,3,1.121,29.349,171,23,22.11
103.21,47.72,61.7,3,1.0,50.538,176,6,19.85
71.49,47.56,62.17,3,0.816,35.174,61,11,22.13
10.0,64.02,80.2,3,0.687,7.721,20,23,8.85
37.91,51.62,67.27,3,0.916,22.784,172,10,14.35
85.28,49.52,66.73,4,0.995,46.427,19,19,16.03
23.84,52.21,64.31,3,0.895,13.78,171,16,16.4
124.7,40.81,49.21,4,1.232,50.068,78,21,25.6
61.08,49.44,57.31,4,1.205,32.992,154,8,19.43
49.32,45.74,62.11,4,1.124,23.474,134,20,20.08
23.2,60.77,78.72,2,0.67,17.831,9,19,12.07
36.74,56.92,74.27,3,0.753,23.092,3,21,16.64
12.8,55.23,69.73,2,0.585,9.281,138,21,12.61
62.85,49.86,64.46,3,0.877,35.272,113,8,18.86
30.06,55.6,63.54,3,0.813,19.691,10,19,13.4
